ARS/USD,AUD/USD,ATS/USD,BEF/USD,BRL/USD,GBP/USD,BGN/USD,CAD/USD,CLP/USD,CNY/USD,COP/USD,HRK/USD,CYP/USD,CZK/USD,DKK/USD,NLG/USD,EEK/USD,EUR/USD,FIM/USD,FRF/USD,DEM/USD,GRD/USD,HKD/USD,HUF/USD,ISK/USD,INR/USD,IDR/USD,IEP/USD,ILS/USD,ITL/USD,JPY/USD,LUF/USD,MYR/USD,MTL/USD,MXN/USD,NZD/USD,NOK/USD,PKR/USD,PEN/USD,PHP/USD,XPT/USD,PLN/USD,PTE/USD,RON/USD,RUB/USD,SAR/USD,SGD/USD,SKK/USD,SIT/USD,ZAR/USD,KRW/USD,ESP/USD,XDR/USD,SEK/USD,CHF/USD,TWD/USD,THB/USD,TRY/USD
72.239,1.398,11.66,34.184,5.1721,0.76592,1.6657,1.3432,753.33,7.0068,3744.2,6.3775,0.49596,22.355,6.3388,1.8674,13.259,0.84739,5.0384,5.5585,1.6574,288.75,7.7507,294.34,135.59,74.872,14600,0.66737,3.4022,1640.8,105.02,34.184,4.2401,0.36378,22.136,1.5038,9.1126,165.66,3.5071,49.127,0.0011236,3.7542,169.89,4.1152,73.479,3.7509,1.3748,25.529,203.07,16.822,1195,140.99,0.70942,8.7391,0.91157,29.328,31.444,6.9885
72.467,1.3968,11.651,34.156,5.2034,0.76198,1.649,1.3404,757.75,6.974,3737.8,6.3078,0.49555,22.069,6.2764,1.8659,13.248,0.84669,5.0342,5.5539,1.656,288.51,7.7525,290.84,134.9,74.883,14570,0.66683,3.3988,1639.4,105.63,34.156,4.235,0.36349,22.21,1.5047,9.0875,167.44,3.5255,49.006,0.00110497,3.7126,169.75,4.0736,74.219,3.7504,1.3735,25.507,202.9,17.01,1192.5,140.88,0.70892,8.7436,0.91202,29.356,31.152,6.9776
72.669,1.3996,11.696,34.288,5.3211,0.76666,1.6581,1.3372,769.75,6.9755,3799.6,6.3315,0.49748,22.23,6.3127,1.8731,13.299,0.84999,5.0538,5.5756,1.6624,289.63,7.7519,292.25,135.64,75.081,14694,0.66942,3.4159,1645.8,105.87,34.288,4.2096,0.3649,22.796,1.5135,9.1214,167.55,3.5488,48.98,0.00109769,3.7349,170.41,4.0997,73.634,3.7509,1.3753,25.607,203.69,17.411,1195,141.43,0.71031,8.7513,0.91533,29.402,31.035,6.9357
72.687,1.3865,11.586,33.965,5.2858,0.76144,1.6518,1.3262,778.21,6.9362,3781.9,6.3074,0.49279,22.04,6.2926,1.8555,13.174,0.84198,5.0062,5.523,1.6468,286.9,7.751,290.95,135.3,74.8,14574,0.66311,3.4117,1630.3,105.51,33.965,4.1973,0.36146,22.417,1.5026,8.9608,167.48,3.5479,49.085,0.00103627,3.7105,168.8,4.083,72.868,3.7506,1.3686,25.365,201.77,17.293,1185.2,140.09,0.70714,8.668,0.90705,29.367,31.045,7.043
72.657,1.3852,11.603,34.014,5.3467,0.76037,1.6508,1.3292,777.67,6.9519,3763,6.3033,0.4935,22.116,6.2881,1.8581,13.193,0.84319,5.0134,5.5309,1.6491,287.32,7.7504,292.23,135.22,74.884,14607,0.66406,3.4023,1632.6,105.49,34.014,4.1868,0.36198,22.388,1.5006,8.975,168.02,3.5455,49.069,0.00102459,3.72,169.04,4.0818,73.436,3.7506,1.3696,25.402,202.06,17.471,1185.7,140.29,0.70755,8.6933,0.91016,29.388,31.088,7.2555
72.738,1.3949,11.676,34.229,5.418,0.76619,1.659,1.3377,783.99,6.9672,3743.2,6.3276,0.49662,22.291,6.3181,1.8699,13.277,0.84853,5.0451,5.566,1.6596,289.14,7.7503,293.44,136.23,75.025,14700,0.66827,3.4147,1643,105.83,34.229,4.1975,0.36427,22.448,1.5126,9.0507,167.75,3.5492,49.163,0.00102145,3.7392,170.11,4.1034,73.702,3.7502,1.3726,25.563,203.34,17.599,1189.1,141.18,0.70977,8.7488,0.91379,29.413,31.229,7.2465
72.94,1.3967,11.703,34.31,5.4152,0.76475,1.6594,1.3354,797.88,6.9625,3769.6,6.3489,0.49779,22.215,6.3193,1.8743,13.308,0.85052,5.057,5.579,1.6635,289.81,7.7504,292.88,136.26,74.896,14675,0.66984,3.4044,1646.8,105.9,34.31,4.1873,0.36513,22.444,1.5166,9.0291,167.8,3.5582,49.03,0.0010142,3.735,170.51,4.1032,73.414,3.7501,1.3732,25.623,203.82,17.697,1186,141.51,0.71019,8.7395,0.91541,29.395,31.079,7.3013
72.963,1.3961,11.694,34.281,5.4138,0.76403,1.6604,1.3291,790.14,6.9477,3751.2,6.3496,0.49737,22.204,6.322,1.8727,13.297,0.84981,5.0527,5.5744,1.6621,289.57,7.7498,292.91,136.76,74.627,14605,0.66928,3.403,1645.5,106.41,34.281,4.1938,0.36482,22.338,1.5174,8.9804,167.84,3.5614,48.912,0.00105932,3.7369,170.37,4.105,72.987,3.7503,1.3719,25.601,203.65,17.504,1184.6,141.4,0.71006,8.7441,0.91517,29.398,31.069,7.2391
73.04,1.3963,11.672,34.216,5.4611,0.7671,1.657,1.3254,792.29,6.9393,3754.6,6.3445,0.49643,22.127,6.3095,1.8692,13.271,0.8482,5.0432,5.5638,1.6589,289.02,7.7509,292.42,136.49,74.755,14727,0.66801,3.3975,1642.3,106.89,34.216,4.1821,0.36413,22.343,1.52,8.9373,167.5,3.5667,48.826,0.00106383,3.7306,170.05,4.0969,73.592,3.7504,1.3721,25.553,203.26,17.41,1183.4,141.13,0.71001,8.6912,0.91162,29.381,31.025,7.2985
73.083,1.3967,11.637,34.116,5.3771,0.76443,1.6531,1.3217,794.41,6.9454,3768.8,6.3499,0.49498,22.082,6.2948,1.8637,13.233,0.84573,5.0285,5.5476,1.6541,288.18,7.7519,291.55,136.17,74.841,14851,0.66606,3.4039,1637.6,106.93,34.116,4.1932,0.36307,22.262,1.525,8.8824,167.46,3.5712,48.828,0.00105485,3.7163,169.55,4.0866,73.184,3.7506,1.3721,25.478,202.67,17.418,1184.3,140.72,0.70923,8.684,0.91007,29.437,31.055,7.3265
73.122,1.3955,11.629,34.093,5.406,0.76312,1.656,1.325,797.91,6.9517,3781.6,6.3804,0.49463,22.114,6.3054,1.8624,13.223,0.84513,5.0249,5.5437,1.6529,287.98,7.7485,293.05,136.4,74.901,14722,0.6656,3.4063,1636.4,106.51,34.093,4.1944,0.36282,22.043,1.5272,8.8986,167.19,3.5743,48.73,0.00105042,3.7241,169.43,4.0946,72.922,3.7504,1.3709,25.46,202.53,17.384,1186.2,140.62,0.70882,8.6942,0.90947,29.399,31.116,7.3816
73.09,1.3874,11.597,33.997,5.4687,0.76345,1.6469,1.3207,805.23,6.9328,3777.2,6.3408,0.49325,22.012,6.2709,1.8572,13.186,0.84277,5.0109,5.5282,1.6483,287.17,7.7506,293.49,135.99,74.743,14839,0.66373,3.4022,1631.8,106.08,33.997,4.1841,0.3618,22.067,1.5286,8.8638,168,3.5772,48.581,0.00105263,3.7022,168.96,4.0708,73.454,3.7509,1.3685,25.389,201.96,17.47,1184.5,140.22,0.70777,8.6945,0.90651,29.395,31.151,7.3906
73.213,1.3811,11.53,33.801,5.4715,0.75612,1.6436,1.317,796.7,6.9207,3786.2,6.3275,0.4904,21.962,6.2578,1.8465,13.11,0.83789,4.9819,5.4962,1.6388,285.51,7.7516,294,135.97,74.618,14798,0.65989,3.404,1622.4,105.44,33.801,4.1847,0.35971,22.131,1.5171,8.833,167.92,3.573,48.576,0.00104493,3.6866,167.98,4.0635,73.167,3.7511,1.3646,25.242,200.79,17.338,1184.4,139.41,0.70543,8.6474,0.90311,29.391,31.136,7.374
73.548,1.3826,11.567,33.911,5.4971,0.75918,1.642,1.3171,783.18,6.9175,3762.7,6.3242,0.492,21.928,6.2508,1.8525,13.153,0.84063,4.9982,5.5142,1.6441,286.44,7.7522,293.67,136.01,74.835,14799,0.66205,3.4062,1627.7,105.71,33.911,4.1802,0.36088,22.073,1.5129,8.8634,167.68,3.5626,48.62,0.00105708,3.6892,168.53,4.0637,73.254,3.7503,1.3663,25.325,201.45,17.192,1180.2,139.87,0.70651,8.6651,0.91079,29.373,31.298,7.297
73.592,1.3944,11.614,34.049,5.6149,0.75951,1.6486,1.3195,784.53,6.9156,3789.5,6.3519,0.494,21.967,6.2756,1.86,13.206,0.84405,5.0185,5.5366,1.6508,287.61,7.7481,295.35,137.06,75.057,14826,0.66474,3.3974,1634.3,105.9,34.049,4.1677,0.36235,22.188,1.5352,8.9579,168.17,3.5739,48.642,0.0010917,3.7016,169.22,4.079,73.922,3.7507,1.3682,25.428,202.27,17.291,1187.7,140.44,0.70755,8.7269,0.90937,29.42,31.394,7.3387
73.598,1.3977,11.684,34.252,5.6048,0.76391,1.6595,1.3205,792.8,6.9209,3828.7,6.3843,0.49695,22.131,6.3162,1.8711,13.285,0.84909,5.0484,5.5696,1.6607,289.33,7.7494,297.55,137.96,74.943,14837,0.66871,3.3964,1644.1,105.89,34.252,4.174,0.36451,22.034,1.5314,9.0322,167.86,3.5825,48.639,0.00111111,3.7316,170.23,4.1071,74.816,3.7504,1.3722,25.58,203.48,17.165,1191.8,141.28,0.70929,8.8033,0.9127,29.416,31.531,7.3239
73.659,1.3937,11.65,34.154,5.5938,0.76452,1.6585,1.3207,786.31,6.9183,3839.9,6.3881,0.49553,22.126,6.3122,1.8658,13.247,0.84666,5.034,5.5537,1.6559,288.5,7.7506,297.51,138.23,74.155,14674,0.6668,3.4169,1639.4,105.91,34.154,4.1949,0.36347,21.971,1.5289,8.9966,167.66,3.583,48.716,0.00107527,3.7301,169.74,4.1044,74.574,3.7509,1.3696,25.506,202.89,16.939,1188.7,140.87,0.70866,8.7813,0.91039,29.381,31.555,7.3741
73.806,1.3927,11.64,34.123,5.5765,0.7613,1.6545,1.3194,786.13,6.9115,3866.7,6.369,0.49507,22.097,6.2957,1.8641,13.235,0.84588,5.0294,5.5486,1.6544,288.23,7.7521,299,137.97,74.249,14660,0.66618,3.3996,1637.8,106.4,34.123,4.166,0.36314,21.957,1.5294,8.9633,168.01,3.5902,48.52,0.00107527,3.7152,169.58,4.0946,75.222,3.7504,1.369,25.483,202.71,16.838,1187.6,140.74,0.7084,8.7668,0.90887,29.385,31.456,7.3999
73.957,1.3844,11.645,34.14,5.5812,0.75826,1.6553,1.3155,787.53,6.8874,3847.5,6.3708,0.49532,22.227,6.3002,1.865,13.242,0.84631,5.0319,5.5514,1.6552,288.38,7.7519,300.24,138.13,74.238,14617,0.66652,3.3934,1638.7,106.09,34.14,4.1607,0.36332,21.932,1.5164,8.9126,168.24,3.5815,48.466,0.0010917,3.7303,169.67,4.098,75.604,3.75,1.3666,25.496,202.81,16.889,1186.2,140.81,0.70787,8.7351,0.90887,29.377,31.27,7.3739
74.077,1.3791,11.646,34.143,5.5844,0.75737,1.6544,1.3129,786.76,6.8919,3827.7,6.3663,0.49536,22.226,6.2958,1.8652,13.243,0.84638,5.0323,5.5519,1.6554,288.4,7.7503,301.12,138.3,73.925,14588,0.66658,3.3648,1638.8,106.39,34.143,4.1669,0.36335,22.069,1.5077,8.9071,167.53,3.5677,48.54,0.00107527,3.7213,169.68,4.0954,75.023,3.7501,1.3663,25.498,202.83,17.013,1186,140.83,0.70803,8.7294,0.90902,29.371,31.188,7.3511
74.007,1.3611,11.57,33.92,5.4503,0.75059,1.647,1.3097,781.28,6.8643,3757.7,6.3388,0.49212,22.063,6.2684,1.853,13.156,0.84084,4.9994,5.5156,1.6445,286.52,7.7497,299.09,137.68,73.168,14552,0.66222,3.3753,1628.1,105.37,33.92,4.1794,0.36097,21.85,1.4859,8.8077,166.14,3.5416,48.568,0.00107527,3.6985,168.57,4.0753,74.204,3.7506,1.3589,25.331,201.5,16.621,1182,139.9,0.70517,8.6392,0.90468,29.359,31.234,7.3331
74.21,1.355,11.524,33.784,5.4683,0.74859,1.635,1.3042,776.01,6.8462,3743.1,6.2932,0.49015,21.909,6.2229,1.8456,13.104,0.83747,4.9794,5.4935,1.638,285.37,7.7493,296.39,137.35,73.27,14491,0.65956,3.3548,1621.6,105.95,33.784,4.1578,0.35953,21.886,1.4829,8.7296,164.68,3.5421,48.35,0.00107527,3.6758,167.9,4.0459,74.144,3.7509,1.3601,25.23,200.69,16.892,1186.7,139.34,0.70422,8.6314,0.9025,29.38,31.013,7.3517
74.308,1.3559,11.521,33.776,5.3746,0.74545,1.6367,1.3055,771.51,6.8279,3679.1,6.3032,0.49004,21.947,6.2291,1.8451,13.101,0.83729,4.9783,5.4923,1.6376,285.31,7.7478,296.26,137.66,72.974,14506,0.65942,3.3627,1621.2,105.97,33.776,4.1555,0.35945,21.755,1.4795,8.7441,166.62,3.5293,48.681,0.00104603,3.6759,167.86,4.0502,73.632,3.7504,1.3599,25.224,200.65,16.652,1185.7,139.31,0.70374,8.6687,0.9083,29.363,31.173,7.3632
74.304,1.3658,11.623,34.074,5.3685,0.75059,1.6493,1.3067,772.47,6.8342,3650.1,6.353,0.49436,22.211,6.2752,1.8614,13.216,0.84467,5.0222,5.5406,1.652,287.82,7.7503,302.55,138.72,73.245,14682,0.66523,3.3649,1635.5,106.24,34.074,4.147,0.36262,21.804,1.4798,8.8291,165.34,3.5316,48.629,0.00108696,3.7262,169.34,4.0835,75.141,3.7506,1.363,25.446,202.42,16.832,1189,140.54,0.70635,8.723,0.91174,29.364,31.282,7.3867
74.342,1.3733,11.622,34.072,5.3022,0.7535,1.6568,1.3123,774.2,6.842,3652.4,6.3836,0.49434,22.337,6.3028,1.8613,13.216,0.84463,5.0219,5.5404,1.652,287.81,7.7513,303.32,139.35,73.395,14745,0.6652,3.3697,1635.4,106.17,34.072,4.1505,0.3626,21.677,1.4896,8.9151,164.94,3.542,48.616,0.00111359,3.7502,169.33,4.1063,75.246,3.7505,1.3647,25.445,202.41,16.747,1190.8,140.53,0.70661,8.7428,0.91012,29.358,31.463,7.4393
74.334,1.3758,11.636,34.114,5.297,0.75524,1.6507,1.3089,772.53,6.8421,3698.2,6.363,0.49494,22.312,6.2797,1.8636,13.232,0.84565,5.028,5.5471,1.654,288.16,7.7496,303.51,139.01,73.246,14707,0.666,3.3654,1637.4,106.33,34.114,4.1473,0.36304,21.571,1.4909,8.9406,165.19,3.5462,48.556,0.00110742,3.7571,169.54,4.0958,75.398,3.7504,1.3659,25.476,202.65,16.604,1189.9,140.7,0.7071,8.761,0.91372,29.334,31.374,7.4496
74.689,1.3826,11.671,34.216,5.3578,0.76781,1.662,1.3191,774.6,6.8453,3754.3,6.4013,0.49642,22.537,6.3229,1.8692,13.271,0.84819,5.0431,5.5637,1.6589,289.02,7.7503,307.08,140.47,73.816,14821,0.668,3.3969,1642.3,105.95,34.216,4.1746,0.36413,21.746,1.507,9.0847,165.38,3.5422,48.72,0.00110988,3.78,170.05,4.1295,76.425,3.7506,1.3696,25.552,203.26,16.927,1189.4,141.13,0.70855,8.8057,0.91712,29.261,31.511,7.4864
74.834,1.3753,11.655,34.169,5.2989,0.7699,1.6554,1.3173,767.18,6.836,3720.3,6.3795,0.49574,22.447,6.2977,1.8666,13.253,0.84703,5.0362,5.5561,1.6566,288.63,7.7488,302.77,140.34,73.387,14801,0.66709,3.3893,1640.1,106.23,34.169,4.1569,0.36363,21.517,1.4985,9.035,166.13,3.5354,48.48,0.0010917,3.7664,169.81,4.1126,75.447,3.7509,1.3672,25.518,202.98,16.651,1185.7,140.93,0.70844,8.7645,0.91384,29.293,31.257,7.4932
74.898,1.3728,11.597,33.998,5.2987,0.77716,1.6516,1.3162,767,6.8339,3710.5,6.3648,0.49327,22.45,6.2832,1.8573,13.187,0.8428,5.0111,5.5284,1.6484,287.18,7.7515,302.2,138.24,73.408,14789,0.66376,3.4163,1631.9,106.15,33.998,4.1666,0.36181,21.332,1.4987,9.0089,165.36,3.541,48.635,0.00107527,3.76,168.97,4.1024,75.083,3.7509,1.3669,25.39,201.97,16.836,1186.8,140.23,0.70775,8.7397,0.90804,29.288,31.284,7.4488
74.923,1.3734,11.622,34.071,5.3041,0.78144,1.6508,1.3186,768.11,6.8357,3710.1,6.3634,0.49433,22.423,6.28,1.8613,13.215,0.84461,5.0218,5.5403,1.6519,287.8,7.7519,301.44,136.57,73.46,14816,0.66518,3.461,1635.4,106.17,34.071,4.1548,0.36259,21.302,1.4999,9.0501,165.52,3.5657,48.577,0.00107643,3.7533,169.33,4.1008,74.92,3.7503,1.3676,25.445,202.4,16.746,1186.9,140.53,0.70857,8.779,0.90925,29.302,31.348,7.4751
75.156,1.3717,11.591,33.98,5.2912,0.77678,1.6474,1.3175,769.82,6.8123,3699.2,6.3485,0.493,22.457,6.2668,1.8563,13.18,0.84234,5.0083,5.5254,1.6475,287.03,7.75,301.26,134.77,73.439,14803,0.66339,3.4373,1631,105.74,33.98,4.147,0.36162,21.11,1.4909,9.0178,165.62,3.5685,48.508,0.00105597,3.7487,168.87,4.0921,75.286,3.7504,1.3639,25.376,201.86,16.671,1181.6,140.15,0.70714,8.7716,0.90718,29.252,31.311,7.4943
75.112,1.3679,11.606,34.024,5.2746,0.77615,1.6483,1.3176,759.57,6.7813,3674.9,6.3524,0.49364,22.609,6.2699,1.8587,13.197,0.84343,5.0148,5.5325,1.6496,287.4,7.7506,301.44,135.35,73.609,14805,0.66425,3.428,1633.1,105.41,34.024,4.1397,0.36208,21.061,1.4887,9.0247,164.86,3.5515,48.467,0.00102564,3.7471,169.09,4.094,74.991,3.7506,1.3609,25.409,202.12,16.439,1179.6,140.33,0.70687,8.784,0.90781,29.222,31.249,7.4906
75.263,1.3657,11.628,34.088,5.2462,0.77055,1.6479,1.3168,761.63,6.7563,3709.8,6.3544,0.49457,22.519,6.2685,1.8622,13.222,0.84502,5.0243,5.543,1.6527,287.94,7.7504,302.1,135.32,73.523,14796,0.66551,3.42,1636.2,104.92,34.088,4.1308,0.36277,21.032,1.4832,9.013,166.02,3.5398,48.363,0.00102987,3.7467,169.41,4.0941,74.818,3.7505,1.3578,25.457,202.5,16.305,1172.6,140.6,0.70637,8.7904,0.90814,29.23,31.103,7.5031
75.27,1.3707,11.641,34.127,5.2548,0.77315,1.6584,1.32,762.34,6.7658,3708.8,6.3951,0.49514,22.68,6.3084,1.8643,13.237,0.84599,5.03,5.5493,1.6546,288.27,7.751,306.25,137.54,73.62,14832,0.66627,3.4242,1638.1,104.68,34.127,4.1398,0.36318,20.979,1.4848,9.0784,165.71,3.5304,48.475,0.00106383,3.7801,169.61,4.121,75.3,3.7511,1.3587,25.486,202.73,16.254,1172.3,140.76,0.70679,8.8059,0.90978,29.158,31.205,7.5515
75.427,1.3693,11.61,34.036,5.3127,0.77242,1.653,1.3186,763.66,6.769,3727.8,6.3741,0.49382,22.59,6.2886,1.8594,13.202,0.84374,5.0167,5.5346,1.6502,287.51,7.7519,304.93,135.91,73.541,14816,0.6645,3.424,1633.7,104.4,34.036,4.115,0.36222,20.993,1.4768,9.075,165.47,3.5247,48.435,0.00106496,3.7698,169.16,4.106,75.521,3.7514,1.3581,25.419,202.19,16.245,1163.8,140.39,0.70602,8.7673,0.90988,29.025,31.179,7.5695
75.517,1.3853,11.707,34.321,5.4279,0.78075,1.6661,1.3293,773.71,6.803,3790.9,6.4244,0.49795,22.984,6.3388,1.8749,13.312,0.85081,5.0587,5.5809,1.664,289.91,7.751,309.31,137.67,73.605,14770,0.67006,3.4567,1647.4,104.59,34.321,4.1395,0.36525,21.478,1.4995,9.2893,165.35,3.5382,48.679,0.00110254,3.8196,170.57,4.1402,76.397,3.7508,1.3627,25.631,203.89,16.824,1166.1,141.56,0.70899,8.862,0.91537,28.992,31.369,7.6265
75.623,1.3921,11.741,34.42,5.446,0.78437,1.6654,1.331,774.34,6.777,3814.6,6.4241,0.49939,22.997,6.3367,1.8803,13.351,0.85326,5.0733,5.597,1.6688,290.75,7.7519,308.29,137.94,73.495,14789,0.672,3.4422,1652.1,104.89,34.42,4.1332,0.3663,21.576,1.5051,9.3403,165.63,3.5531,48.449,0.00113895,3.8262,171.06,4.1395,76.057,3.7504,1.3648,25.705,204.48,16.734,1162.4,141.97,0.70978,8.8971,0.91856,29.055,31.37,7.6626
75.653,1.4089,11.783,34.545,5.545,0.78484,1.6754,1.3358,781.37,6.8084,3865.4,6.4679,0.50119,23.099,6.3757,1.8871,13.399,0.85634,5.0916,5.6172,1.6749,291.8,7.7483,312.67,138.26,73.557,14842,0.67442,3.4595,1658.1,105.35,34.545,4.1609,0.36763,22.153,1.5225,9.4336,165.32,3.5574,48.637,0.00117371,3.8548,171.68,4.1705,76.77,3.7512,1.3705,25.798,205.21,17.043,1168.7,142.48,0.71123,8.9711,0.9229,29.172,31.558,7.6991
75.719,1.4199,11.804,34.604,5.5471,0.78458,1.6767,1.3374,785.52,6.8304,3862.1,6.4753,0.50205,23.16,6.3805,1.8904,13.422,0.8578,5.1003,5.6268,1.6777,292.3,7.7486,312.45,138.71,73.93,14860,0.67558,3.4725,1660.9,105.39,34.604,4.1615,0.36826,22.305,1.5295,9.5324,165.59,3.5798,48.478,0.00120337,3.883,171.97,4.1798,77.262,3.7504,1.3762,25.842,205.56,16.996,1172.1,142.73,0.71187,9.1104,0.92624,29.303,31.567,7.6292
75.832,1.4239,11.835,34.696,5.5608,0.78624,1.6838,1.3396,788.21,6.8242,3854.9,6.4991,0.50339,23.337,6.4109,1.8954,13.458,0.8601,5.1139,5.6419,1.6822,293.08,7.7523,312.65,139.3,73.685,14884,0.67738,3.4892,1665.4,105.56,34.696,4.1742,0.36924,22.383,1.528,9.5891,165.16,3.5924,48.583,0.00118906,3.9221,172.43,4.1973,78.248,3.7503,1.3782,25.911,206.11,17.137,1176.1,143.11,0.71263,9.1316,0.92886,29.262,31.666,7.6549
76.016,1.4155,11.799,34.59,5.6045,0.77788,1.6751,1.3378,783.45,6.8116,3863.7,6.4663,0.50185,23.239,6.3772,1.8896,13.416,0.85745,5.0982,5.6245,1.677,292.18,7.7509,311.86,139.09,73.789,14864,0.6753,3.4665,1660.3,105.5,34.59,4.1734,0.3681,22.45,1.5258,9.4812,164.69,3.5675,48.486,0.00116009,3.8971,171.9,4.1747,79.066,3.7505,1.3731,25.832,205.48,17.092,1168.4,142.67,0.71116,9.0514,0.92575,29.102,31.659,7.7915
76.036,1.4038,11.733,34.396,5.6431,0.77791,1.673,1.3391,785.54,6.8148,3874,6.459,0.49904,23.222,6.3693,1.879,13.341,0.85266,5.0697,5.5931,1.6677,290.54,7.7494,312.81,138.57,73.78,14879,0.67152,3.4575,1651,105.69,34.396,4.1605,0.36605,22.359,1.5176,9.4369,165.34,3.593,48.496,0.00113636,3.8864,170.94,4.1675,78.956,3.751,1.3691,25.687,204.33,16.94,1168.5,141.87,0.71001,8.9812,0.9206,29.035,31.639,7.831
76.256,1.3975,11.743,34.425,5.633,0.77557,1.6642,1.3339,788.36,6.7952,3852.9,6.43,0.49945,23.173,6.3361,1.8806,13.352,0.85337,5.0739,5.5977,1.669,290.79,7.7507,311.04,138.02,73.574,14821,0.67208,3.4272,1652.4,105.53,34.425,4.14,0.36635,22.154,1.5139,9.3871,165.89,3.5993,48.31,0.00113122,3.8684,171.08,4.1461,77.824,3.7511,1.3663,25.709,204.5,16.739,1166,141.99,0.70973,8.9765,0.92114,28.948,31.551,7.7417
76.246,1.3914,11.715,34.345,5.6418,0.77536,1.6647,1.3292,785.96,6.792,3851.9,6.4375,0.4983,22.912,6.3346,1.8762,13.321,0.8514,5.0622,5.5848,1.6652,290.11,7.7504,306.33,138.06,73.194,14769,0.67053,3.4248,1648.5,105.58,34.345,4.1527,0.3655,21.912,1.5045,9.3081,164.35,3.6031,48.458,0.00111359,3.8248,170.69,4.1486,77.324,3.7506,1.363,25.649,204.03,16.642,1162.9,141.66,0.70918,8.9268,0.91846,28.883,31.58,7.7414
76.969,1.3969,11.746,34.434,5.6494,0.77321,1.6684,1.331,791.44,6.7908,3897.2,6.4507,0.49958,23.049,6.3478,1.8811,13.356,0.85359,5.0752,5.5992,1.6695,290.86,7.7519,306.14,138.36,73.333,14789,0.67225,3.433,1652.8,105.3,34.434,4.1671,0.36645,21.738,1.5082,9.3142,163.6,3.6168,48.507,0.00112233,3.8339,171.13,4.1556,78.34,3.7514,1.3636,25.715,204.55,16.524,1165.5,142.02,0.70945,8.9209,0.92047,28.935,31.555,7.7655
77.052,1.3923,11.681,34.244,5.6082,0.77074,1.6621,1.3269,796.19,6.7907,3848.3,6.4314,0.49683,23.027,6.3226,1.8707,13.282,0.84889,5.0473,5.5684,1.6603,289.26,7.7506,304.38,138.01,73.107,14743,0.66856,3.4199,1643.7,105.64,34.244,4.1528,0.36443,21.412,1.5056,9.2274,163.67,3.6077,48.406,0.00112613,3.8225,170.19,4.142,78.283,3.7504,1.3604,25.574,203.43,16.535,1157.9,141.24,0.70819,8.8934,0.91567,28.746,31.312,7.7642
77.094,1.3982,11.679,34.239,5.5439,0.77244,1.6607,1.3272,795.76,6.7922,3830.5,6.4269,0.49675,22.956,6.3183,1.8704,13.28,0.84876,5.0465,5.5675,1.66,289.21,7.7523,305.45,138.24,73.407,14747,0.66845,3.4129,1643.4,105.58,34.239,4.16,0.36437,21.472,1.507,9.2617,163.6,3.5841,48.517,0.00113895,3.8102,170.16,4.1404,78.071,3.7513,1.3601,25.57,203.4,16.565,1162.2,141.22,0.70827,8.9134,0.91499,28.79,31.244,7.7887
77.083,1.4005,11.692,34.277,5.6013,0.77505,1.6601,1.3275,795.71,6.7903,3831.2,6.424,0.49731,22.971,6.3167,1.8725,13.295,0.84971,5.0521,5.5737,1.6619,289.54,7.7496,304.93,138.18,73.302,14750,0.6692,3.3989,1645.3,105.95,34.277,4.152,0.36478,21.481,1.5177,9.2962,163.38,3.5782,48.363,0.00115207,3.8078,170.35,4.1377,78.088,3.7511,1.3592,25.598,203.62,16.644,1157.4,141.38,0.70888,8.8915,0.91672,28.678,31.2,7.8783
77.09,1.3966,11.708,34.324,5.6041,0.77342,1.6592,1.322,797.65,6.7899,3837.7,6.4204,0.49799,22.984,6.3138,1.8751,13.313,0.85087,5.0591,5.5814,1.6642,289.93,7.7491,303.27,138.11,73.322,14689,0.67012,3.3857,1647.5,106.01,34.324,4.1446,0.36528,21.419,1.5199,9.2772,163.7,3.5778,48.36,0.00114811,3.8043,170.58,4.1364,77.31,3.7514,1.3585,25.633,203.9,16.6,1152.6,141.57,0.70911,8.8725,0.91786,28.658,31.155,7.9352
77.207,1.3838,11.644,34.135,5.5379,0.769,1.653,1.3136,796.81,6.6952,3825.2,6.4036,0.49524,22.913,6.2901,1.8647,13.24,0.84617,5.0311,5.5505,1.655,288.33,7.7499,301.13,137.6,73.018,14760,0.66642,3.3689,1638.4,105.68,34.135,4.1252,0.36326,21.194,1.5026,9.1604,163.55,3.5735,48.246,0.00112108,3.7782,169.64,4.1174,76.819,3.751,1.3535,25.492,202.78,16.449,1144.3,140.79,0.70629,8.7984,0.91096,28.606,30.959,7.8706
77.198,1.3959,11.71,34.33,5.579,0.77117,1.6625,1.3133,797.61,6.7453,3854,6.442,0.49808,23.253,6.327,1.8754,13.316,0.85102,5.06,5.5823,1.6645,289.99,7.7481,306.18,138.73,73.41,14756,0.67024,3.3912,1647.8,105.57,34.33,4.15,0.36534,21.351,1.505,9.2161,163.77,3.5922,48.728,0.00115075,3.8125,170.61,4.1439,77.207,3.7512,1.3599,25.638,203.94,16.495,1149,141.6,0.70825,8.8082,0.91379,28.744,31.176,7.9162
